running_time,audience,screens,actor_changed,director_changed,scriptwriter_changed,writer_changed,genre_SF,genre_가족,genre_공연,genre_공포,genre_기타,genre_다큐멘터리,genre_드라마,genre_로맨스,genre_뮤지컬,genre_미스터리,genre_범죄,genre_사극,genre_서부극,genre_성인물,genre_스릴러,genre_애니메이션,genre_액션,genre_어드벤처,genre_전쟁,genre_코미디,genre_판타지,series_0,series_1,기타,미국_캐나다,유럽,일본,중국_대만_홍콩,한국,12세관람가,15세관람가,전체관람가,청소년관람불가,corona_0,corona_1
3,5940975,1.706313477025475,1.1566496329638523,-0.010186595725958189,-0.20295725035793338,-0.09919535597798028,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
3,5884587,8.310196366516402,1.2694421546879622,-0.010186595725146182,-0.20295725035793338,15.844127807765002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0
3,5802810,6.3538581270732255,0.4188047242317797,-0.010186595726449844,-0.20295725035793338,-0.09919535597798028,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0
3,5740789,0.8622081452860334,0.6011159095685674,-0.010186595726449844,2.6260130606087397,-0.09919535597798028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0
3,5661128,5.930150352709898,2.221372377209126,-0.010186595726312097,7.710263415962224,-0.09919535597798028,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0
2,5653444,3.050261573834155,1.7665461245136762,-0.010186595726513283,-0.3361381744607699,-0.09919535597798028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0
3,5635266,0.5642886164368186,1.0514109120478077,-0.01018659572628321,0.7013292150296413,-0.09919535597798028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0
2,5604106,1.9810614869641954,1.882147416089016,-0.010186595726449844,0.7860359595998403,-0.09919535597798028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0
3,5599995,2.5934516295986922,2.171420446624721,-0.010186595726061502,0.7660921477996772,-0.09919535597798028,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0
2,5584295,2.0803679965806,2.4660804942570316,-0.010186595726517478,-0.20295725035793338,-0.09919535597798028,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0
3,5547463,3.6725823674302926,0.5720063133593611,-0.010186595726449844,-0.20295725035793338,-0.09919535597798028,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0
3,5539011,4.606063557824499,-0.5021852435090987,-0.010186595725961476,0.8222757853814676,0.6286961349166776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
3,5509019,2.54379837479049,3.7017222284681703,-0.010186595726449844,-0.20295725035793338,-0.09919535597798028,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0
3,5507106,1.2958465706110016,3.5486526425087463,-0.010186595725610797,1.600543324612791,-0.09919535597798028,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0
3,5462953,2.2359481949796347,-0.3787964089303713,-0.0101865957250836,4.020261796306059,-0.09919535597798028,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
3,5448357,5.278037606228839,3.6713376748299327,-0.01018659572548194,-0.20295725035793338,-0.09919535597798028,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0
3,5447269,4.377658585706768,0.21876841104198644,-0.01018659572619385,-0.20295725035793338,11.507041436603954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0
2,5443232,3.0734330927446494,3.4266965252429458,-0.010186595726449844,-0.20295725035793338,-0.09919535597798028,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0
